survey.dat auto written
103
Norw-Coast-Ac-Q4-1995(Aco)
1995 2020
1 1 0.8 0.8
-1 -1
1  	53586
1  	38553
1  	45079
1  	39064
1  	16012
1  	35255
1  	27051
1  	21098
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
1	NA
Norw-Coast-Ac-Q4-2003(Aco)
2003 2020
1 1 0.8 0.8
-1 -1
1  	23749
1  	17968
1  	14601
1  	21748
1  	33075
1  	15266
1  	18428
1  	21637
1  	22991
1  	20654
1  	20705
1  	36710
1  	22892
1  	30551
1  	25918
1  	22347
1  	29829
1  	25380
Norw-Coast-Ac-Q4(BTr)
2003 2020
1 1 0.8 0.8
2 10
1  	3.268  	3.763  	4.521  	2.7  	2.319  	0.863  	0.489  	0.22  	0.069
1  	2.201  	2.396  	2.602  	1.463  	0.722  	0.359  	0.181  	0.046  	0.063
1  	1.042  	1.988  	1.478  	1.268  	0.746  	0.157  	0.107  	0.068  	0.054
1  	2.156  	2.623  	2.946  	1.554  	1.026  	0.941  	0.171  	0.107  	0.023
1  	0.911  	0.853  	1.071  	0.789  	0.465  	0.394  	0.114  	0.075  	0.029
1  	1.822  	2.795  	1.883  	1.419  	1.145  	0.58  	0.348  	0.161  	0.094
1  	2.251  	3.57  	3.716  	1.584  	0.868  	0.712  	0.466  	0.204  	0.16
1  	2.353  	3.268  	3.385  	2.397  	0.784  	0.383  	0.733  	0.317  	0.328
1  	3.471  	2.498  	2.866  	2.095  	1.445  	0.292  	0.315  	0.213  	0.31
1  	3.218  	4.485  	2.784  	1.537  	1.042  	0.93  	0.411  	0.2  	0.346
1  	4.101  	1.706  	2.666  	1.887  	1.575  	0.89  	0.578  	0.297  	0.419
1  	5.448  	4.026  	3.034  	3.521  	2.016  	1.388  	0.465  	0.364  	0.337
1  	4.733  	4.154  	3.727  	2.068  	1.818  	0.902  	0.506  	0.397  	0.222
1  	4.433  	4.522  	2.61  	1.995  	0.746  	0.735  	0.413  	0.203  	0.21
1  	2.891  	2.407  	1.563  	1.151  	0.715  	0.308  	0.2  	0.147  	0.157
1  	3.197  	1.916  	1.879  	1.049  	0.748  	0.323  	0.183  	0.128  	0.168
1  	2.114  	2.47  	1.508  	1.46  	0.839  	0.49  	0.148  	0.129  	0.211
1  	1.67  	2.599  	2.416  	1.188  	0.611  	0.291  	0.177  	0.049  	0.072
